review;label
tidak semua lagu album bisa putar padahal langgan premium contoh album scorpion lovedrive lagu lissie 1 2 semua bisa putar iphone ponsel android nggak bisa rugi sih udah bayar dapat setengah2;0
maaf min kasi rating 2 bintang awal download sangat suka aplikasi sportify ofline mas bisa dengar musik download lagu skrng tidak bisa guna ofline terus online tidak ada lirik lagu nya apa hulasan lengkapmaaf min kasi rating 2 bintang awal download sangat suka aplikasi sportify ofline mas bisa dengar musik download lagu skrng tidak bisa guna ofline terus online tidak ada lirik lagu nya apa langgan premium thanks min;0
overall baguss yaaa cuma tambahin tema tema dongg biar bisa ganti ganti gituu jadi ga dark mulu theme nya trus tolong dongg jangan ada fitur yg tidak bisa putar laguu ngeselin sumpahh mau muter lagu tiba tiba gabisa trus suka henti sendiri lagu tolong baik yaa admin aku udah pake premium lhoo aku gamau rugi aku pengin jadi guna setia sama app tolong admin tolong baik;0
bagus sih cuma beberapa lagu tahan sana sheila on 7 kok gak ada udah berkalikali searching tetap gak ketemu emang sono gak masuk spotify gimana mohon maksimal lg depan banyak lagulagunya biar makin lengkap;0
walaupun bukan guna aktif hari dengar lagu2 spotify sangat suka aplikasi lagu rating tinggi sedang trending sangat mudah dapat sini;1
cuman satu kurang library musik kadang ada dar dulu terus tiba tiba hilang hari muncul sendiri masalah copyrigth ato gimana gua gk paham jelas mohon pihak spotify jangan suka ngilang ngilangin lagu udah edar hahahaha moga dengar;0
spotify knp jadi jelek lama2 padahal dah pakai yg premium promo nya kualitas lebih baik kalau pakai premium hasil nya musik putus2 baik yg sdh download online sdh cd rusak padahal kalau ada baharu selalu ikut baru2 pakai bagus lancar ga pernah putus2 sekarang sering banget putus2 kalau putar;0
terima kasih buat aplikasi the best of the best music spotify yg kaya segala jenis genre musik spotify layak harus dapat harga mtv guinnes book atas wawas bagai jenisaliran musik jaman jaman lagu frank sinatra sekarang warga sangat terima kasih banyak atas sempat dengar lagu gratis premium 3 bulan the great music spotify wasallam;1
sangat suka aplikasi karna lagu hampir semua ada cuma beri 4 bintang krna hp klo mengshare lagu instagram story tidak bisa mohon bantu langgan premium trimakasih;1
awal bagus tp sekarang tiap kali putar knp hrs shuftle yaa jdi ribet mau dengerin lagu mohon baik punya kemarn dengerin lagu fiersa besar lngsung muncul semua lagu tinggal mutar skrng hrs shuftle dulu ribet bngt jadi;0
diupdate malah kurang muas lagu yg suka gak bisa putar cuman nyala beberapa detik aja gak bisa didengerin full kalau bisa difix cepetan guna nyaman kalau tak kunjung ada ubah paksa uninstall deh;0
daily mix nya sering sekali putar shuffle kadang bisa putar tanpa shuffle lalu tekan tombol sembunyi lagu lagu tidak putar biasa bisa ada lagu tekan tombol lagu putar mohon baik;0
niat gak sih bikin konten musik makin lama makin sebal mau dengerin musik lagu yg dimasukin playlist gk ada malah puter lagu habis iklan banyak sih ngasih iklan timbang jumlah durasi beri terimakasih;0
bagus si bagus cuma ada kurang tolong baik biar mkin bnyk yg download ikut adlh kurang yg aku alami kalo ken ngulangin lagu ny g bisa hrus pkai data biar lagu bisa diputerin ganti trs kadang muterin playsit yg suka nah tdk lama kmudian ad lagu yg belum favoritin lagu yg favorit in belum ad stnghnya diputerin knp lgu kupukupu kertas g bisa aku puterin;0
kesan pertama nyoba ken yg premium upgrade premiumwaauuu telinga waktu sangat manja sekali terima kasih spotifypakai yg premium gak bakal nyesel boys and girl;1
spotify jadi tidak bisa pakai awal tidak hubung internet beberapa jam kemudian padahal sinyal bagus lalu copot pasang app sekarang buka spotify selalu keluar layar hitam;0
ksih 5bintakalau ada 10bintangsih ksihkarena aplikasi inimenyenangkanudah offline ada dj yg paling enakada lagu nias mantap pokoknyaaplikasi memuaskansalam yaahowu syalom;1
downloadan lagu yg udah didownload gak bisa putar kan terang ada tulis gratis bisa offline didownload apa emang masuk mode premium baru bisa dengerin sama bukan gratis tpi masuk mode premium bayar baru bisa denerin lagu nya sama aj kalau bayar mending gag usah ada tulis terang aplikasi bisa memdengarkan lagu gratis trimakasih;0
kalau mau shuffle silah lagu ga ada playlist putar apa guna playlist kalau lagu ga ada diadaadain lagu suka ga suka putar random mana lagu dengar lama muncul malah mutar duluan entah lagu apa kalau mau promo lagu orang silah kan ada iklan muncul random sih edit playlisnya diadain lagu random edit putar tetap aja entah lagu apapayah;0
aplikasi bagus sihtapi karna banyak iklan jadi aku kasih bintang 3iklannya aja bisah sampek 35 iklanjadi aku kasih bintang 3ya kalau aku sihdi kurang aj iklananyamakasih;0
okay aku sebenernya suka spotify sejak dulu aku ngerti premium cuma aku mau tanya kok gabisa share lagu instastory belum aku bisa kok share instastory;0
sering banget lo lagu playlist henti sendiri gimana sih spotify padahal nyala lg bisa muter gimana nih;0
siungguh kecewa download total 6 gb hilang download ulang padahal masa langgan lama ngaco spotify baru langgan premium memang pikir murah download 6gb;0
memang kualitas audio kalah beberapa app stream kalau ui algoritma acungin 10 jempol buat spotify gaada yg bisa ngalahin pokok;1
sangat muas mohon selalu ditingkatkanpertahankan kualitas musik musik spotify kualitas sangat bagus lalu ada opsi equalizer tambah tambah bagus hampir sempurna ada fitur lirik;1
aplikasi udah langgan premium trus download lagupas masa premium habis lagu download malah hilang semuaini bisa dijelasin gak sebab kalau gin terus mending hapus aja aplikasi;0
sy bisa cari beberapa konten lagu nostalgia yg pernah sy tau mudah komplit terimakasih aplikasi spotify moga next lbh mantab lg lagu bisa dengar kontinew sesuai daftar pilih;1
jauh pakai aplikasi baguuss walopun yg standar msh ada iklan maklum yg penting jgn kbnykan iklan tp terkadang msh bnyk lagu2 yg blm masuk spotify utama lagu2 lama smoga lebih lengkap skali cari lngsung ada trims;1
sangat suka playlist ada spotify kurang suka tampil halaman aplikasi kurang tarik;0
milik pulsa jumlah rp67000 beli premium 1 bulan guna pulsa harga rp54990tetapi tidak bisa karena saldo tdk cukuppadahal pulsa cukup beli preium sebut tolong baik;0
overall bagus cmn ada satu kecewa soal bayar data sy sdh konfirmasi sbg orang mahasiswa jdi bisa ambil paket ajar pembayaranbya mesti pake paypal daftar kartu guna kartu kredit hellow mna ada mahasiswa yg punya kartu kredit kartu debit sy lalau tolak akhirx sy ganti paket reguler yg lebih mahal duarr kartu debit sy diterimaniatx buat ajar tp paketx mlh sulit bgn pembayarannyasaya kecewa sekali;0
good udah bagus dipertahanin soal susah nyari aplikasi musik hampir ada semua thanks spotify tolong jangan kecewain gue krna udah ngeluarin pundi2 uang buat kalian;1
wah keren si aplikasi lagu banyak banget saran gk kasih fitur lirik hehehe biar gampang buat hafalinnya makasih;1
tarik hingga legar dunia bumi danatau langit 7 annya kan yia k detik2 ini sama w a nya makin menggoncangkkan dunia ann mars slm aktif salalu 12 032020 m;1
jelek bgt niat ga sih bikin konten musik terlalu bgt kayak gaguna aja ada konten buat yg males beli premium kyk ga berat kok klo ada iklan tp bener2 gabisa denger lagu yg suka hrs shuffle jd buat apa dengerin lagu sini klo gabisa dnger lagu yg mau aja apus aja gaguna bgt;0
banyak sponsor satu jam jatah nex lagu 6 kali habis pilih lagu misal sus ungu yg muncul ada lagu kangen band adeh parah sekali;0
gmna sih cara pake spotify mohon bantu soal bingung gmna cara liat daftar lagu top 50 kok gabisa liat daftar tangga lagu yg naik turun cuma ada tulis putar shuffle klo yg sih bagus oke;1
suka tutup sendiri gimana aku udh coba restart berkali2 aku pikir hpku eh nyata hp yg gitu minta tolong segera benah terima kasihh;0
sekarang cukup puas kalau bisa kembang misal fitur karaoke downloadnya satu2 tidak sekaligus aplikasi nya lebih senang terimakasih;1
coba login kata sandi salah lalu ubah kata sandi sesuai perintah email jelas tulis kata sandi ubah tetep gk bisa kecewa sekali;0
bagus hasil suara vocal suara sounds nya baik jadi lebih baik lebih bersih lebih baik bila ada atur aquileser nya;1
baru aplikasi musik lagu bisa milih suka ga kaya aplikasi sebelahsudahlah online banyak iklan lagu ga bisa milih langgan;1
senang bisa dengar lagu era 2000 an yah masa lalu indah mana ada moga teman teman masa lalu beri sehat bahagia;1
mon maap kurang bintang kok sekarang daily mix nya shuffel kadang kadang kok terang tdk ada koneksi internet padahal pkt data buat apk bisa lo;0
luar biasa sy sangat sukasekali aplikasi sy harap aplikasi tdk ubah cinta banyak orang seluruh pelosok tannah air kiita cinta;1
ga ada lirik yahterus cara download lagu gimanaterus online aja yah ga bisa ofline;0
saran bisa liat isi favorit bisa pilih lagu sendiri favorit kan sekarang kurang suka;0
g bagus update eh gk bisa dengerin lagu lagu serimg putus putus padahal udah dowload;0
makin sini makin lot aja walaupun pakai premium buka atur aja jeda lama sekali;0
sangat ok kwalitas suara hpnya dukung atmos yg sdh hi res memang beda padahal aku belum update premium mungkin tambah;1
update versi spotifynya suka mati sendiri kadang mati pas ada notif;0
aplikasi mantap jiwa buat orang galaupatah hatisedih jadi orang senanggembirabahagia;1
nyesel gw update jdi banyak iklan nya musik nya masa gk bisa pilih sendiri muter acak bagus update yg sekarang yg update enak gk ada iklan enak pilih lagu bebas malesin sumpah auto cari yg ni mah spotify uninstall;0
enak banget nih aplikasi lagu nya enak enak ada saran nih bisa gak ada fitur timer nya soal klo mau tidur suka dus;1
awal pakai baguss sini sini malah jadi kurang baguss daftar putar g lihat mohon segera baik biar bintang terang;0
mau tanya kok atur canvas akun hilang siang ada tdk dpt guna;0
cuman 1 kurang nyabelum ada lirik lagu nyahehehekan lumayan bisa karokeanmudahan depan nya pas mutar lagu ada lirik nya;0
lagu lumayan lengkap tp knp stelah coba 1bln gak bayar bulan lagu batas padahal muter lagu pake kuota gak mesti bayar bulan lh kan dah potong kuota tu;0
ga bisa masuk apl nya pdhal aku negeri tpi coba masuk tulis luar negeri;0
semenjak perbaruijadi kurang memuaskankarena dngerin lagu satu per satuga bisa nex playq suka apk yg dulutrima kasih;0
buat yg ragu ikut premium jgn ragu lagilahyg paling kualitas suara beda jauh sama yg gratis so kalau mau puas yg lebih dlm dengar musik kuy premium kan;1
sangat nyaman guna spotify keep up the good work rasa ada harga ada barang jadi bilang mahal worthy kok coba aja;1
pilih lagu sampul pas pas putar lagu tolong baik bagus sih kurang pas aja;0
aplikasi musik yg kerendan sangat memuaskn pokok y gk nyesel dh download aplikasi;1
nggak premium sii aku jadi byk iklan bantu lah cari cari lagu tanpa download ribet2 kapan2 adain paket free lahd;0
baru download apk tp tidak bisa masuk muncul tulis tidak ada koneksi internet mohon cerah nya terimakasih;0
tlg kembang tetap bisa musik an walaupun offlinejadi udah denger bisa didenger offline;0
knpa udh redeem terus masukin kode malah terang jadi salah coba udh kali kaya gitu hilang 2 bulan premium;0
aplikasi sangat bagussemua laguartis ada spotify enggak susah susah download lagu suka kalian satu satudan kalian bisa bikin playsit ada lagu btsblackpinkjazmelly goeslawariana grandealan walkeritzyexodan banyak lagipokoknya lengkap banget dehh kalian download;1
siih tiap mau muter podcast suka tibatiba nutup sendiri aplikasi aku kasih bintang 1 dulu deh;0
aku guna spotify lumayan lama alhamdulillah ga prnh ada masalah aplikasi musik paling top buat aku;1
aplikasi udah bagus entah apa jadi ada 2 tanda panah trus lagu cuman bisa putar tengah;1
musik teman lembur sportify mo muter lagu apa tinggal milih tak perlu repot bikin semangat;1
kurang bagus sih gak bisa temu lirik tolong gamana;0
spotify ok lah sy kasi 4 bintang banyak lagu tdk ada cari lagu hit yg kasi live consert aja;1
sedikit kecewaaaa sebenrnya gua gak masalh mau bayar tah mau boros kuota tah ok lah coba benrin dulu suara kurang jernih telinga kurang nyaman bgt pake heandst buuh edaaaaan suara nambah ajuuur njir dengerin musik kok suara kaya tahun 90an fucek fucek fucekiiiiiiiiiiiii;0
aku dah beli langgan yg premium tiap puter lagu lagu 3 4 henti sendiri lagunyapadahal udah donlot lo sering mati sendirimengecewakan;0
aplikasi gmna sih ga langgan debet langgan terus tolong lah baik rugi jarang pake tp debet langgan trs;0
mau putar artist muncul ada putar shuffle terus ga bisa ganti klo ganti malah artis bukn yng kanv;0
putar musik baik pernah ada lagu lengkap banget pokok easy to use deh spotify thank u so much spotify;1
bagus banget gak bakal nyesel kalau donload buat suka nyanyi sama kaya aku donload yaa oke bye;1
knp lagu tadi aku puter habis aku matiin aku nya gak ada lagu pdhl udah ku cari sampe bawah tp ttp gk ad mogaon perhatiin mksh;0
bagus aplikasi nya cara download nya gimana gua gak paham tolong kasih tau ok thnks;0
aplikasi sih oke bagus ak kasih bintang tiga aja saran ak sih klo lagu beri lirik nya jga;1
yeesakhir nya sejak muncul spotifyaku jadi bisa denger lagu main games biar ga gabutterutama aku sering play lagu btswieeehkeren deh pokok nya spotify itubagi yg tarik silah kan download aja ply storeatau app storegak bayar kokmakasih spotify sudahmenghibur lagu lagu yg ku suka;1
selalu laku ubah suportif musik podcsdt baik aku beri rating 4;1
sekarang spotify lot jadi aneh walaupun premium lama v;0
ngak bisa henti putar acak;0
ada shuffle padahal kemarin belum ada shuffle aku neng banget gak ada iklan sama sekali sekarang ada shuffle lagu gak bisa dipindahin selalu ada iklan mohon baik aku neng tau gak denger lagu aplikasi sekarang makin ubah baik sekarang;0
awal suka lengkap tpi skrang ada sistem suffle sama sekali g nyaman mau play lagu a tpi g bisa yg dlu g tau kapan lagu yg ingin play g bisa next ato previous kalo bgni jgn hadir next previous harus buat 1 playlist 1 lagu bisa lngsung lagu yg ingin sistem yg baru turun sekali kerja aplikasi lambat tidak praktis pdahal era konsumen tuntut yg cepat praktis bye spotify;0
ko gak bisa bikin insta story instagram sih gimana udah coba beberpaa kali tetep gak bisa;0
nyeselll bngt donwload aplikasi makin lama makin nyebelin klo mau putar lagu ny mlh yg keluar cma bagi reff ny doank kenapaa;0
putar suffle lebih enak versi lama fungsi app putar musik cari musik suka bebas pilih lagu mana dengar bukan putar acak tolong kembali versi belum;0
gk usah baru donk kan apk udh bgusngpain lgi updatemungkin hp mreka aja yg cacat;0
ndak sukaaaa apa guna playlist kalo muncul lagu enak enak dengerin playlist eh muncul lagu pas liat lha kok banyak lagu sii konten explicit semua sampah;0
aplikasi sedia music paling cocok hampir semua lagu music baru lawas sedia sini memang langgan kalau mau dapat full feature bisa main lagu lewat samsung galaxy watch terimakasih;1
buat akun premium bayar lalu pulsa telkomsel pin sangat lama kirim nomor konfirmasi akun maksud sms konfirmasi pin padahal pulsa cukup banyak beli lebih nominal beli apa salah pernah premium nomor sama;0
kasi bintang 2 lirik nya telat usaha sesuai la babang;0
the besttapi sayang banyak lagu lama ga ada original nya sini;0
rasa hibur ada spotify buat hidup lebih warna suara;1
dapat alam yabg luar biasa coba spotify opsi lagu lengkap kualitas musik optimal sangat manja pendengarcoba spotify sekarang;1
wahhhsaya suka senang aplikasinyasaya bisa dengar musik vavorit sayaterima kasih spotify;1
suka syekalii klo bisa ada lagu baru baik indo luar selalu share baru yaa thanks;1
bagus buat hiburanjg jd ingat masa lalu tg indah dgr lagu yg suka;1
aplikasi nya payah iklan premium mulu niat gak sih buat aplikasi yg sekali download lagu langsung bisa putar offline sekalipun;0
spotify tolong mati mode shufflenya buat guna ga nyaman kesel banget asa dulu ga ada shuffle nyaman2 aja kalo streaming iklan ga masalah tp shufflenya bener2 ganggu mau muter lagu yg puter malah yg jadi nunggu lama dulu buat muter lagu yg ken cuma gara2 ikutin si shufflenya tolong baca ini;0
aplikasi jelek gak usah didownload mau dengerin lagu nggak masuk akal nyambung nya lagu;0
susah sekali login reset gak bisa jelek banget;0
belum tidak pernah alami kendala lama pakai spotify lama 2 hari belakang semua lagu putar selalu henti detik 9 tidak lanjut lagu padahal sinyal bagus bisa awal pikir kendala sinyal sinyal tidak pengaruh sama sekali mohon baik cepat;0
mantapp cuman susah mau dengar lagu bahkan tidak bisa kalau kalian belum premiumtapi kalau podcastnya bisa;0
ga bisa download lagu padahal premium 3 bulan selalu buka aplikasi tidak pernah muncul notifikasi sedang me download lagu;0
cari judul lagu nyanyi tidak bisa tampil seluruh lagu nyanyi sebut;0
payah iklan ngebacot mulu nyuruh langgan premium kalo udah premium kata bisa setel musik spotify apa kapan bebas hambat arti tidak gantung sinyal dong nah gilir udah aktifin paket premium terus gue nyalain musik kamar mandi langsung mati gara kaga ada sinyal gimana nihhh kaga sesuai iklan iklan aja terooos ampe busa;0
lagu nya udh kumpulkantapi mutar lagu gk ada daftar;0
spotify aplikasi musik sangat baik download lagu bajakankarena lagu sedang cari hampir semua adatapi sayang ada beberapa lagu bisa akses premium contoh lagu nico touches the wallsdan sayang pakai spotify free jadi tidak bisa akses lagu bisa akses premiumbagi kalian tidak suka shufflebayangin aja shuffle hidup kitaterkadang tidak sesuai ingin;0
mantaplagu lagu enak banyak pilih jadi suka gak bosenin sukses slalu spotify;1
puas aplikasi satu gak ada iklan nikmat music cuma terkadang music henti lanjut kualitas aplikasi bintang 5 kamu;1
canvas udah on video nya gak jalan pas cek malah off sendiri butuh solusi;0
aplikasi gk guna gk bisa milih lagu acak terus yg main udh gitu terlalu banyak iklan;0
lagu nya campur campur kaya es campur suara iklan lebih keras dri lagu;0
user interface nya bagus kalau bisa tingkat koleksi lagu tolong sekali terus update lagulagu hilang mohon diupdate depan nya banyak sekali lagu suka mark hitam subscribe lama 6 bulan jauh problem nya sih keep it up;1
kata langgan 3 bulan jadi premium sdh pakai kartu debit sukses belum 3 bulan baru 3 hari sdh jadi spotify free padahal sdh niat mau jadi member 3 bulan pakai huh hoax kayak;0
waaaaw maaaantaaap pokok aku instal mantap hasil langsung aku uninstal;1
semua lagu kumplittinggal pilih mau putarbagus deh pokok aplikasi inisangat puas;1
ada banyak lagu favorit sana tinggal telusur pencet ada kanan bawah lalu tulis lagu suka selamat nikmat;1
susah mau mutar lagunyalain pilih nyanyi;0
muternya acak parah banget sih asa dulu gak kaya gin deh;0
paket spotify premium jangan mahasiswa laku anak tengah;0
gk tw knpa q neng bnget ps prtma kali download aplikasi background nya bagus semua lagu yg q cari ada tpi ps 2minggu q gk buka aplikasi tiba2 gnti aja gtu atur mw dengerin lagu sesuai yg q mw tu gk bisa udah q otak atik ttep gk bisa lebih bagus joox;0
tralu pake internet cuma kalo offline bisa keren;0
akun tidak ada lirik akun milik lirik ada jelas;0
gpp iklan gpp suffle tp suara iklan kecil kan jgn tiba2 keras gelegar;0
aplikasi bagus banget lagu lumayan lengkap ada sih yg lagu tdk ada diapp pokok aplikasi sangat bagus;1
ada lagu tidak bisa putar lagu tidak lengkap harap spotify bisa tambah lagu tidak kenal tidak kenal;0
mantap banget 1000 buat spotify musik lengkap pernah ada se1000000 lagu bebas putar tanpa download gratis terimakasih udah ngerti in aku;1
best lah pilhan harga ada bisa jangkau;1
dengerin lagu kualitas jernih bas nya mantap iya sini spotify hari hari jadi enjoy dn asik komplit muas pilih lagunyathanks so much spotify;1
mau buat album lagu sendiri terkadang ditambahin lagu gak jelas sama spotifypadahal gak ada nambahin lagu tersebutuntuk depan mohon baik;0
lagu banyak tgl cari2 aja bs nikmat stiap waktu walaupun tanpa internet;1
apk gimana sih edan bangetmasa cuman tidak punya kuota hari ajah lagu udah download download sih cepet abis dong kuota kalo mau putar lagu download dulu mah huuuh apk apa mah sumpah gw nyesel banget nginstal apk;0
karna aku tidak bisa putar lagu yg aku suka sekali klik mesti putar acak;0
ga suka mau streaming bts sama txt aja ga mau campur yg suka muter lagu idol sii ganggu orang streaming aja aku udah milih lagu buat dijadiin playlist biar gampang streaming nya ehhh malah tibatiba muncul lagu laen kalo iklan aku toleransi yaa lagu sampe akhir wht gk bisa terima;0
spotify memang bagus musik komplit bisa akses;1
sy udah niat beli pulsa 60rb buat daftar bulan yg 54rb pas daftar ga bisa kata pulsa tdk mencukupidi coba kali kali ttp samalalu sy turun yg 7 hari 16rbeh ttp ga bisa padahal saldo pulda sy 60 rb udah lah mending daftar saiangannya aja joox;0
